Sitecore id;Url;Site section;Site subsection;Article type;Num disruptors;Num exhibits;Num videos;Num body links;Num sidebars;Num podcasts;Num interactives;Num related articles;Num most popular;Num words;Download only;Primary topic;Num topics;Num industries;Num locations;Num functional practices;Num industry practices;Num regions;Inlinks;Outlinks;Entries direct;Entries email;Entries search;Bounces direct;Bounces email;Bounces search;Page views
034771c3-6e9a-460f-bf13-f11af89f7cfa;http://www.mckinsey.com/industries/financial-services/our-insights/maximizing-frontline-sales-in-retail-banking;industries;financial-services;Report;0;0;0;0;0;0;0;0;0;52;TRUE;financial services;0;0;0;0;1;0;;;2;;5;1;;2;10
03a57eff-f7b4-4884-a1ce-ca5866e3256b;http://www.mckinsey.com/industries/automotive-and-assembly/our-insights/how-to-build-top-performing-auto-dealerships;industries;automotive-and-assembly;Article;0;3;0;0;0;0;0;0;0;963;FALSE;automotive;1;1;0;0;0;0;;;64;6;742;52;5;667;910
03c6a387-1a81-48a1-b421-f91a82e78b36;http://www.mckinsey.com/business-functions/business-technology/our-insights/new-horizons-for-multinational-company-investment;business-functions;business-technology;Report;0;0;0;0;0;0;0;3;6;792;FALSE;business technology;2;4;2;0;0;0;34;128;60;1;529;51;0;427;711
0403a2eb-d7df-4852-bfa5-1ac61b0a069c;http://www.mckinsey.com/industries/social-sector/our-insights/a-hands-on-approach-to-youth-unemployment;industries;social-sector;Interview;2;0;0;5;0;1;0;3;6;4109;FALSE;social sector;0;2;0;0;0;0;25;128;174;28;73;135;21;31;460
044f459a-469a-495b-a18b-eb445937ba1f;http://www.mckinsey.com/industries/financial-services/our-insights/a-conversation-with-jim-coulter-part-2;industries;financial-services;Interview;0;0;0;0;0;0;0;0;0;62;TRUE;PE;0;0;0;0;1;0;23;106;1;0;1;1;0;1;24
04ad6227-50d1-4605-8fc6-cfa724603fd2;http://www.mckinsey.com/business-functions/organization/our-insights/whartons-adam-grant-on-the-key-to-professional-success;business-functions;organization;Interview;0;0;1;2;0;0;0;5;6;1757;FALSE;organization;3;0;0;0;0;0;;;290;15;767;225;12;625;1211
04c90c22-50db-4ba4-9ba0-0bcd14938b68;http://www.mckinsey.com/business-functions/marketing-and-sales/our-insights/competing-through-data-three-experts-offer-their-game-plans;business-functions;marketing-and-sales;Article;0;0;0;0;3;0;0;2;6;3338;FALSE;marketing & sales;3;0;0;0;0;0;37;129;69;1;94;48;0;76;243
04ccb159-cbac-4bb1-8f12-9f758b2a16fa;http://www.mckinsey.com/industries/financial-services/our-insights/asian-wholesale-banking-winning-in-the-new-battleground;industries;financial-services;Article;0;1;0;0;0;0;0;5;6;2871;FALSE;financial services;0;1;0;0;0;1;32;126;2;;18;2;;14;33
0509dda7-599f-44e7-b9fa-c9e0f8bef94b;http://www.mckinsey.com/industries/financial-services/our-insights/forging-an-identity-at-indias-axis-bank;industries;financial-services;Interview;0;0;0;0;0;0;0;0;0;55;TRUE;apac;0;0;0;0;0;0;20;103;1;;2;1;;0;10
05277266-f728-47ee-aa63-a072211b5260;http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/do-carve-outs-make-sense;business-functions;strategy-and-corporate-finance;Article;0;4;0;0;0;0;0;5;6;1698;FALSE;m&a;2;1;0;0;0;0;;;11;1;178;10;1;159;226
053ea1d9-6702-4d94-a42a-2a80e9f4550b;http://www.mckinsey.com/global-themes/employment-and-growth/us-from-boom-to-bust;global-themes;employment-and-growth;Report;0;0;0;0;0;0;0;5;6;462;FALSE;macroeconomics;3;0;0;0;0;1;32;125;2;;2;2;;2;13
054d3d18-41ea-4271-af9f-92b486eee0e1;http://www.mckinsey.com/business-functions/organization/our-insights/how-ericsson-aligned-its-people-with-its-transformation-strategy;business-functions;organization;Interview;1;0;0;0;1;0;0;4;6;1788;FALSE;organization;4;0;0;0;0;0;41;129;1242;143;316;950;111;257;4512
056dcd11-9cc2-40b3-a36b-3f21e8c3af93;http://www.mckinsey.com/global-themes/leadership/an-interview-with-chanda-kochhar;global-themes;leadership;Interview;0;0;0;0;1;0;0;3;6;3040;FALSE;apac;1;0;0;0;0;0;27;121;58;7;416;54;4;380;527
05b553da-4381-4221-a00b-31b05477a54c;http://www.mckinsey.com/global-themes/asia-pacific/china-e-tailing;global-themes;asia-pacific;Report;0;3;0;0;0;0;0;5;6;1893;FALSE;apac;5;2;0;0;0;1;40;130;158;16;1290;124;16;1018;1876
05bf0e7d-80b3-462d-8cf8-60da772e3aeb;http://www.mckinsey.com/industries/private-equity-and-principal-investors/our-insights/private-equity-changing-perceptions-and-new-realities;industries;private-equity-and-principal-investors;Article;0;2;0;0;0;0;0;2;6;2431;FALSE;PE;1;1;0;0;0;0;46;121;69;9;490;47;6;406;756
05faea92-c83b-4052-8aa0-cc28087ea989;http://www.mckinsey.com/business-functions/business-technology/our-insights/delivering-large-scale-it-projects-on-time-on-budget-and-on-value;business-functions;business-technology;Article;0;3;0;0;0;0;0;3;6;2470;FALSE;business technology;2;1;0;0;0;0;36;125;753;33;2326;621;23;2045;4146
06377903-8994-4cfb-a687-015a5c35edfc;http://www.mckinsey.com/business-functions/risk/our-insights/the-special-challenge-of-measuring-industrial-company-risk;business-functions;risk;Article;0;3;0;1;0;0;0;0;0;1899;FALSE;risk management;2;1;0;0;0;0;;;1;;2;1;;2;7
06514889-6460-4bfd-aa42-bdbe78af8edb;http://www.mckinsey.com/industries/financial-services/our-insights/the-china-and-africa-business-connection-an-interview-with-the-ceo-of-standard-bank;industries;financial-services;Interview;0;0;0;0;1;0;0;1;6;2953;FALSE;apac;0;1;0;0;0;0;;;8;0;32;7;0;27;51
0655c4fc-8888-4c0a-91c1-9b3325c57971;http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/a-better-way-to-anticipate-downturns;business-functions;strategy-and-corporate-finance;Article;0;3;0;0;0;0;0;1;6;2134;FALSE;corporate finance;3;0;0;0;0;0;;;20;;34;20;;31;61
06586758-aaaa-4e92-8d02-985c86ed7e24;http://www.mckinsey.com/industries/financial-services/our-insights/tapping-the-next-big-thing-in-emerging-market-banking;industries;financial-services;Article;0;1;0;2;0;0;0;1;6;451;FALSE;financial services;1;1;0;0;0;3;23;118;11;;57;9;;46;90
06846c29-b8c6-42da-8082-a6a9b367b260;http://www.mckinsey.com/industries/public-sector/our-insights/the-urbanization-solution;industries;public-sector;Article;0;0;0;0;0;0;0;3;6;821;FALSE;urbanization;0;2;0;0;0;0;;;78;2;868;67;0;792;1072
068f37a2-3afa-403c-8925-313048f2bf81;http://www.mckinsey.com/business-functions/risk/our-insights/ratings-revisited-textual-analysis-for-better-risk-management;business-functions;risk;Article;0;1;0;0;0;0;0;4;6;2141;FALSE;risk management;2;1;0;0;0;0;33;125;48;1;151;43;0;127;295
06a5b6b5-fabb-49bf-bc27-e1ce6f903bdb;http://www.mckinsey.com/business-functions/operations/our-insights/the-human-factor-in-service-design;business-functions;operations;Article;0;0;0;0;0;0;0;4;6;2118;FALSE;operations;1;0;0;0;0;0;31;126;47;10;194;35;9;161;439
06c486bb-7d48-49e2-84c3-fd00ce372f69;http://www.mckinsey.com/global-themes/asia-pacific/chinas-environmental-future-the-power-of-the-people;global-themes;asia-pacific;Article;0;0;0;0;0;0;0;4;6;1067;FALSE;apac;1;1;0;0;0;1;26;125;21;2;266;18;2;218;359
06d82a02-b2d7-4240-ade7-d6713d6f40a1;http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/valuing-high-tech-companies;business-functions;strategy-and-corporate-finance;Book Excerpt;2;0;0;1;0;0;0;3;6;3194;FALSE;corporate finance;1;0;0;0;0;0;34;134;7056;21548;1391;5684;16532;1066;48031
07022a23-067c-4fbc-a6f8-c71e42d99db5;http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/mckinsey-conversations-with-global-leaders-paul-polman-of-unilever;business-functions;strategy-and-corporate-finance;Interview;0;0;1;0;1;0;0;5;6;4895;FALSE;consumers;3;1;0;0;0;0;40;129;195;4;329;115;3;278;639
0720a9d1-a9bf-40a1-9256-8e92d02a7f50;http://www.mckinsey.com/global-themes/employment-and-growth/five-misconceptions-about-productivity;global-themes;employment-and-growth;Article;0;0;0;0;0;0;0;1;6;935;FALSE;macroeconomics;2;0;0;0;0;0;;;4;;6;4;;5;14
073f0c30-ceb1-45ae-b827-4bfc68623675;http://www.mckinsey.com/business-functions/organization/our-insights/the-psychology-of-change-management;business-functions;organization;Article;0;0;0;0;1;0;0;0;0;4207;FALSE;organization;1;0;0;0;0;0;37;112;430;21;2521;324;11;2138;3707
075c761b-2f6b-4fb2-85fd-bd1cde8f3239;http://www.mckinsey.com/business-functions/business-technology/our-insights/how-winning-banks-refocus-their-it-budgets-for-digital;business-functions;business-technology;Article;0;3;0;0;0;0;0;4;6;1047;FALSE;digital;2;2;0;0;0;0;30;125;177;10;178;149;5;138;626
0791a1a6-6089-4922-aa3b-dbb01b31470d;http://www.mckinsey.com/global-themes/urbanization/urban-awakening-in-india;global-themes;urbanization;Report;0;0;0;0;0;1;0;4;6;625;FALSE;urbanization;3;1;4;0;0;1;41;126;74;4;461;49;3;311;928
07c6980a-c97d-4dd6-a52f-994fea973211;http://www.mckinsey.com/global-themes/employment-and-growth/why-us-productivity-can-grow-without-killing-jobs;global-themes;employment-and-growth;Article;0;2;0;2;0;1;1;1;6;1006;FALSE;macroeconomics;3;0;0;0;0;1;32;123;6;1;64;6;1;55;86
07ed1608-2063-45d8-a495-53f14202bf75;http://www.mckinsey.com/industries/oil-and-gas/our-insights/a-reality-check-for-renewable-energy;industries;oil-and-gas;Article;1;3;0;1;0;0;0;5;6;1045;FALSE;;;;;;;;37;129;2307;12360;379;1832;9188;251;21683
08009907-0841-4d79-8d9a-e0c0efeb93a6;http://www.mckinsey.com/business-functions/sustainability-and-resource-productivity/our-insights/chinas-green-opportunity;business-functions;sustainability-and-resource-productivity;Article;0;3;0;0;1;0;0;0;0;3315;FALSE;sustainability & resources;3;2;0;0;0;1;33;114;35;;86;25;;72;185
0824b755-57e3-416a-aa33-b4d99badb823;http://www.mckinsey.com/industries/public-sector/our-insights/medellins-metamorphosis-an-interview-with-mayor-anibal-gaviria;industries;public-sector;Interview;0;0;0;0;1;0;0;3;6;1528;FALSE;public sector;1;3;0;0;0;1;;;12;;21;11;;17;47
0825b54d-dad1-488b-ae0c-a690c53d3dff;http://www.mckinsey.com/industries/high-tech/our-insights/competition-at-the-digital-edge-hyperscale-businesses;industries;high-tech;Article;2;0;0;1;0;0;0;5;6;1256;FALSE;digital;4;0;0;0;0;0;48;135;112;39;90;70;21;61;667
08279a42-c0de-417f-b14e-a42c4c123ee9;http://www.mckinsey.com/business-functions/organization/our-insights/women-at-the-top-of-corporations-making-it-happen;business-functions;organization;Report;0;0;0;0;0;0;0;0;0;52;TRUE;women & gender;0;0;0;1;0;0;;;1;;1;1;;1;6
082ea37f-f60f-43e5-8125-fcac9c78d878;http://www.mckinsey.com/global-themes/urbanization/the-worlds-new-growth-frontier-midsize-cities-in-emerging-markets;global-themes;urbanization;Article;0;0;0;1;1;0;1;5;6;944;FALSE;urbanization;2;1;0;0;0;0;35;128;3;0;22;1;0;14;69
082eb579-1126-442b-8bbf-e21c6be32805;http://www.mckinsey.com/business-functions/marketing-and-sales/our-insights/how-we-see-it-three-senior-executives-on-the-future-of-marketing;business-functions;marketing-and-sales;Article;0;0;2;0;0;0;0;5;6;3840;FALSE;marketing & sales;4;1;0;0;0;0;31;128;48;2;121;36;1;94;306
083a6b51-9bd1-416b-a350-8c4491b0770a;http://www.mckinsey.com/business-functions/business-technology/our-insights/rebalancing-your-sourcing-strategy;business-functions;business-technology;Article;0;0;0;0;0;0;0;1;6;1121;FALSE;offshoring;3;0;0;0;0;0;24;118;99;4;184;73;1;138;419
08955f9d-e961-4981-9aaa-a4682608553d;http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/creation-nets-getting-the-most-from-open-innovation;business-functions;strategy-and-corporate-finance;Article;0;0;0;2;0;0;0;1;6;3788;FALSE;innovation;1;0;0;0;0;0;;;4;0;20;4;0;16;51
08c1e9e7-35e5-448b-a6ef-83697e762404;http://www.mckinsey.com/industries/paper-and-forest-products/our-insights/avoiding-the-winners-curse-capture-value-through-differentiated-pricing;industries;paper-and-forest-products;Article;0;0;0;0;0;0;0;0;0;55;TRUE;pricing;0;1;0;0;1;0;25;106;3;2;3;3;1;1;45
08fa6334-8c1c-4dc7-98ab-b8280d402c38;http://www.mckinsey.com/business-functions/operations/our-insights/r-and-ampd-in-the-downturn-mckinsey-global-survey-results;business-functions;operations;Survey;0;6;0;0;0;0;0;2;6;1636;FALSE;operations;1;0;0;0;0;0;24;121;4;;43;3;;35;64
09172f9c-037d-4d4d-9d17-0e1b1c412a49;http://www.mckinsey.com/global-themes/europe/a-new-dawn-reigniting-growth-in-central-and-eastern-europe;global-themes;europe;Report;0;1;0;0;0;0;0;4;6;1382;FALSE;europe;3;2;0;0;0;1;29;130;39;5;341;31;4;295;506
0920e39f-f274-40ea-a11e-b2a08f4d59ee;http://www.mckinsey.com/industries/financial-services/our-insights/how-to-prepare-for-asias-digital-banking-boom;industries;financial-services;Article;0;3;0;0;0;0;0;4;6;2304;FALSE;digital;1;2;0;0;0;1;30;123;26;0;86;16;0;61;284
0921deb3-2d34-4d63-8e30-eecbc21f5726;http://www.mckinsey.com/business-functions/organization/our-insights/a-better-way-to-cut-costs;business-functions;organization;Commentary;0;0;0;0;1;0;0;2;6;1454;FALSE;organization;1;0;0;0;0;0;26;121;136;7;1881;109;5;1602;2307
093a5c96-cced-430d-b2ca-6181628251b6;http://www.mckinsey.com/industries/financial-services/our-insights/leveraging-the-digital-potential-in-corporate-banking;industries;financial-services;Report;0;0;0;0;0;0;0;0;0;42;FALSE;digital;0;0;0;0;0;0;20;102;3;0;8;2;0;5;155
093ff860-10fa-43aa-b1f9-c512ba310eaa;http://www.mckinsey.com/global-themes/americas/the-us-imbalancing-act;global-themes;americas;Report;0;0;0;0;0;0;0;4;6;298;FALSE;macroeconomics;4;0;0;0;0;3;;;2;;3;2;;1;8
09712e24-877f-4ad8-b5b5-d0c5e9ca984f;http://www.mckinsey.com/business-functions/business-technology/our-insights/data-to-dollars-supporting-top-management-with-next-generation-executive-information-systems;business-functions;business-technology;Article;0;1;0;0;1;0;0;2;6;2004;FALSE;business technology;2;0;0;0;0;0;26;120;52;;33;42;;31;118
098264ec-56a6-4e2f-b7ab-927d950b344c;http://www.mckinsey.com/global-themes/leadership/board-governance-depends-on-where-you-sit;global-themes;leadership;Article;0;0;0;1;0;0;0;5;6;3627;FALSE;leadership;2;0;0;0;0;0;32;125;50;8;439;40;5;389;655
099111e1-abee-453f-9809-56e3aea1d1d3;http://www.mckinsey.com/industries/oil-and-gas/our-insights/us-lto-production-to-grow-in-2015-even-under-low-oil-prices;industries;oil-and-gas;Article;0;0;0;0;0;0;0;0;0;62;TRUE;oil & gas;0;1;0;0;1;0;;;1;0;0;1;0;0;3
09a2ba31-de3b-47e0-8b60-136a46e119c8;http://www.mckinsey.com/business-functions/sustainability-and-resource-productivity/our-insights/mckinsey-on-sustainability-and-resource-productivity-number-2-introduction;business-functions;sustainability-and-resource-productivity;Article;0;0;0;0;0;0;0;0;0;70;TRUE;sustainability & resources;0;0;0;1;0;0;23;106;5;0;1;1;0;1;19
09afa1df-427a-4f3b-966b-911dbd115ac9;http://www.mckinsey.com/business-functions/marketing-and-sales/our-insights/cohabiting-with-your-ecommerce-partners;business-functions;marketing-and-sales;Article;0;2;0;0;0;0;0;5;6;350;FALSE;marketing & sales;0;1;0;0;0;0;32;127;23;1;60;15;1;30;323
09b0bfb1-42f2-4a88-9823-6c78adb71bef;http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/developing-a-global-digital-strategy;business-functions;strategy-and-corporate-finance;Commentary;0;0;3;0;0;0;0;2;6;1161;FALSE;digital;3;1;0;0;0;0;25;119;139;10;639;98;5;505;1064
09d978e2-d816-4a4f-99a4-415993de60f2;http://www.mckinsey.com/business-functions/risk/our-insights/people-and-talent-management-in-risk-and-control-functions;business-functions;risk;Article;2;0;0;0;0;0;0;2;6;2027;FALSE;risk management;2;0;0;0;0;0;31;125;74;10;205;55;7;165;716
09e66056-8a7e-47ff-accf-59603142c983;http://www.mckinsey.com/business-functions/risk/our-insights/new-credit-risk-models-for-the-unbanked;business-functions;risk;Article;0;0;0;0;3;0;0;4;6;4304;FALSE;big data & analytics;3;1;0;0;0;0;32;129;133;5;409;115;5;302;708
09ff6480-5b9f-485e-8a02-b520c0519f02;http://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/consumer-value-operations-an-integrated-approach-to-operational-excellence;industries;consumer-packaged-goods;Article;0;1;0;0;1;0;0;1;6;2429;FALSE;consumers;5;1;0;0;0;0;33;123;9;5;14;8;4;9;81
